model,condition_key,condition,domain,kind,value,count,proportion
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,signed_error,-4,1,0.0011135857461024498
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,signed_error,-3,18,0.0200445434298441
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,signed_error,-2,52,0.05790645879732739
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,signed_error,-1,126,0.1403118040089087
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,signed_error,0,373,0.4153674832962138
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,signed_error,1,211,0.23496659242761692
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,signed_error,2,67,0.07461024498886415
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,signed_error,3,38,0.042316258351893093
Gemini-2.5-Pro,full_pp_no_cbtact,"PP, no CBT/ACT",Quitting,signed_error,4,12,0.013363028953229399
Gemini-2.5-Pro,history_ratings_only,History + ratings,Content,rating,1,8,0.008908685968819599
Gemini-2.5-Pro,history_ratings_only,History + ratings,Content,rating,2,54,0.060133630289532294
Gemini-2.5-Pro,history_ratings_only,History + ratings,Content,rating,3,190,0.21158129175946547
Gemini-2.5-Pro,history_ratings_only,History + ratings,Content,rating,4,346,0.38530066815144765
Gemini-2.5-Pro,history_ratings_only,History + ratings,Content,rating,5,300,0.33407572383073497
Gemini-2.5-Pro,history_ratings_only,History + ratings,Content,signed_error,-4,1,0.0011135857461024498
Gemini-2.5-Pro,history_ratings_only,History + ratings,Content,signed_error,-3,8,0.008908685968819599
Gemini-2.5-Pro,history_ratings_only,History + ratings,Content,signed_error,-2,52,0.05790645879732739
Gemini-2.5-Pro,history_ratings_only,History + ratings,Content,signed_error,-1,181,0.20155902004454343
Gemini-2.5-Pro,history_ratings_only,History + ratings,Content,signed_error,0,404,0.44988864142538976
Gemini-2.5-Pro,history_ratings_only,History + ratings,Content,signed_error,1,159,0.17706013363028952
Gemini-2.5-Pro,history_ratings_only,History + ratings,Content,signed_error,2,68,0.0757238307349666
Gemini-2.5-Pro,history_ratings_only,History + ratings,Content,signed_error,3,18,0.0200445434298441
Gemini-2.5-Pro,history_ratings_only,History + ratings,Content,signed_error,4,7,0.0077951002227171495
Gemini-2.5-Pro,history_ratings_only,History + ratings,Coping,rating,1,69,0.07683741648106904
Gemini-2.5-Pro,history_ratings_only,History + ratings,Coping,rating,2,95,0.10579064587973273
Gemini-2.5-Pro,history_ratings_only,History + ratings,Coping,rating,3,184,0.20489977728285078
Gemini-2.5-Pro,history_ratings_only,History + ratings,Coping,rating,4,294,0.3273942093541203
Gemini-2.5-Pro,history_ratings_only,History + ratings,Coping,rating,5,256,0.28507795100222716
Gemini-2.5-Pro,history_ratings_only,History + ratings,Coping,signed_error,-4,6,0.0066815144766146995
Gemini-2.5-Pro,history_ratings_only,History + ratings,Coping,signed_error,-3,24,0.026726057906458798
Gemini-2.5-Pro,history_ratings_only,History + ratings,Coping,signed_error,-2,73,0.08129175946547884
Gemini-2.5-Pro,history_ratings_only,History + ratings,Coping,signed_error,-1,172,0.1915367483296214
Gemini-2.5-Pro,history_ratings_only,History + ratings,Coping,signed_error,0,343,0.3819599109131403
Gemini-2.5-Pro,history_ratings_only,History + ratings,Coping,signed_error,1,176,0.19599109131403117
Gemini-2.5-Pro,history_ratings_only,History + ratings,Coping,signed_error,2,66,0.07349665924276169
Gemini-2.5-Pro,history_ratings_only,History + ratings,Coping,signed_error,3,25,0.02783964365256125
Gemini-2.5-Pro,history_ratings_only,History + ratings,Coping,signed_error,4,13,0.014476614699331848
Gemini-2.5-Pro,history_ratings_only,History + ratings,Quitting,rating,1,80,0.08908685968819599
Gemini-2.5-Pro,history_ratings_only,History + ratings,Quitting,rating,2,98,0.1091314031180401
Gemini-2.5-Pro,history_ratings_only,History + ratings,Quitting,rating,3,154,0.1714922048997773
Gemini-2.5-Pro,history_ratings_only,History + ratings,Quitting,rating,4,275,0.3062360801781737
Gemini-2.5-Pro,history_ratings_only,History + ratings,Quitting,rating,5,291,0.32405345211581293
Gemini-2.5-Pro,history_ratings_only,History + ratings,Quitting,signed_error,-4,6,0.0066815144766146995
Gemini-2.5-Pro,history_ratings_only,History + ratings,Quitting,signed_error,-3,25,0.02783964365256125
Gemini-2.5-Pro,history_ratings_only,History + ratings,Quitting,signed_error,-2,63,0.07015590200445435
Gemini-2.5-Pro,history_ratings_only,History + ratings,Quitting,signed_error,-1,149,0.16592427616926503
Gemini-2.5-Pro,history_ratings_only,History + ratings,Quitting,signed_error,0,388,0.43207126948775054
Gemini-2.5-Pro,history_ratings_only,History + ratings,Quitting,signed_error,1,173,0.19265033407572382
Gemini-2.5-Pro,history_ratings_only,History + ratings,Quitting,signed_error,2,54,0.060133630289532294
Gemini-2.5-Pro,history_ratings_only,History + ratings,Quitting,signed_error,3,30,0.0334075723830735
Gemini-2.5-Pro,history_ratings_only,History + ratings,Quitting,signed_error,4,10,0.011135857461024499
Gemini-2.5-Pro,history_text_only,History text only,Content,rating,1,0,0.0
Gemini-2.5-Pro,history_text_only,History text only,Content,rating,2,10,0.011135857461024499
Gemini-2.5-Pro,history_text_only,History text only,Content,rating,3,124,0.13808463251670378
Gemini-2.5-Pro,history_text_only,History text only,Content,rating,4,563,0.6269487750556793
Gemini-2.5-Pro,history_text_only,History text only,Content,rating,5,201,0.22383073496659242
Gemini-2.5-Pro,history_text_only,History text only,Content,signed_error,-4,0,0.0
Gemini-2.5-Pro,history_text_only,History text only,Content,signed_error,-3,4,0.004454342984409799
Gemini-2.5-Pro,history_text_only,History text only,Content,signed_error,-2,41,0.045657015590200446
Gemini-2.5-Pro,history_text_only,History text only,Content,signed_error,-1,241,0.26837416481069043
Gemini-2.5-Pro,history_text_only,History text only,Content,signed_error,0,288,0.3207126948775056
Gemini-2.5-Pro,history_text_only,History text only,Content,signed_error,1,211,0.23496659242761692
Gemini-2.5-Pro,history_text_only,History text only,Content,signed_error,2,80,0.08908685968819599
Gemini-2.5-Pro,history_text_only,History text only,Content,signed_error,3,25,0.02783964365256125
Gemini-2.5-Pro,history_text_only,History text only,Content,signed_error,4,8,0.008908685968819599
Gemini-2.5-Pro,history_text_only,History text only,Coping,rating,1,6,0.0066815144766146995
Gemini-2.5-Pro,history_text_only,History text only,Coping,rating,2,131,0.14587973273942093
Gemini-2.5-Pro,history_text_only,History text only,Coping,rating,3,185,0.20601336302895323
Gemini-2.5-Pro,history_text_only,History text only,Coping,rating,4,561,0.6247216035634744
Gemini-2.5-Pro,history_text_only,History text only,Coping,rating,5,15,0.01670378619153675
Gemini-2.5-Pro,history_text_only,History text only,Coping,signed_error,-4,2,0.0022271714922048997
Gemini-2.5-Pro,history_text_only,History text only,Coping,signed_error,-3,45,0.05011135857461024
Gemini-2.5-Pro,history_text_only,History text only,Coping,signed_error,-2,98,0.1091314031180401
Gemini-2.5-Pro,history_text_only,History text only,Coping,signed_error,-1,238,0.2650334075723831
Gemini-2.5-Pro,history_text_only,History text only,Coping,signed_error,0,235,0.26169265033407574
Gemini-2.5-Pro,history_text_only,History text only,Coping,signed_error,1,147,0.16369710467706014
Gemini-2.5-Pro,history_text_only,History text only,Coping,signed_error,2,73,0.08129175946547884
Gemini-2.5-Pro,history_text_only,History text only,Coping,signed_error,3,60,0.066815144766147
Gemini-2.5-Pro,history_text_only,History text only,Coping,signed_error,4,0,0.0
Gemini-2.5-Pro,history_text_only,History text only,Quitting,rating,1,4,0.004454342984409799
Gemini-2.5-Pro,history_text_only,History text only,Quitting,rating,2,87,0.09688195991091314
Gemini-2.5-Pro,history_text_only,History text only,Quitting,rating,3,137,0.15256124721603564
Gemini-2.5-Pro,history_text_only,History text only,Quitting,rating,4,643,0.7160356347438753
Gemini-2.5-Pro,history_text_only,History text only,Quitting,rating,5,27,0.030066815144766147
Gemini-2.5-Pro,history_text_only,History text only,Quitting,signed_error,-4,1,0.0011135857461024498
Gemini-2.5-Pro,history_text_only,History text only,Quitting,signed_error,-3,26,0.028953229398663696
Gemini-2.5-Pro,history_text_only,History text only,Quitting,signed_error,-2,72,0.0801781737193764
Gemini-2.5-Pro,history_text_only,History text only,Quitting,signed_error,-1,266,0.2962138084632517
Gemini-2.5-Pro,history_text_only,History text only,Quitting,signed_error,0,218,0.24276169265033407
Gemini-2.5-Pro,history_text_only,History text only,Quitting,signed_error,1,165,0.18374164810690424
Gemini-2.5-Pro,history_text_only,History text only,Quitting,signed_error,2,85,0.09465478841870824
Gemini-2.5-Pro,history_text_only,History text only,Quitting,signed_error,3,63,0.07015590200445435
Gemini-2.5-Pro,history_text_only,History text only,Quitting,signed_error,4,2,0.0022271714922048997
